"Story","Title","Result","Date","Stability","Duration (s)"
"Cotizar SOAT","Expedir el SOAT de un vehículo exitosamente","SUCCESS","2020-07-24T16:04:29.438-05:00[America/Bogota]","0.0","4.36"
